chunk_id,article_id,section,has_image,caption_text_len,cos_sim,l2_dist
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_36ff7ae9,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,0.99999994,0.0
neurogenic-genital-pain-pudendal-neuralgia-and-inferior-hypogastric-plexalgia_Diagnosis_77579557,neurogenic-genital-pain-pudendal-neuralgia-and-inferior-hypogastric-plexalgia,Diagnosis,False,0,0.99999994,0.0
permanently-resolve-scapular-dyskinesis_Scapular_movement_and_anatomy_c48cb337,permanently-resolve-scapular-dyskinesis,Scapular movement and anatomy,False,0,0.99999994,0.0
treating-migraine-headaches-addressing-atlas-thoracic-outlet_Occlusion_of_the_external_jugular_vein_6044bdbd,treating-migraine-headaches-addressing-atlas-thoracic-outlet,Occlusion of the external jugular vein,False,0,0.99999994,0.0
multifactorial-causes-solutions-chronic-neck-pain_Scapuloclavicular_depression_d5befb77,multifactorial-causes-solutions-chronic-neck-pain,Scapuloclavicular depression,False,0,0.99999994,0.0
association-tinnitus-neck-tmj_Restricted_venous_drainage_7dbed434,association-tinnitus-neck-tmj,Restricted venous drainage,False,0,0.99999994,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Why_forward_head_posture_encourages_TMD_f97ae30e,true-cause-solution-temporomandibular-dysfunction-tmd,Why forward head posture encourages TMD,False,0,0.99999994,0.0
postural-orthostatic-tachycardia-syndrome-pots-and-its-relation-to-craniovascular-dysfunction_Cofactors_in_the_development_of_POTS_a69a6d18,postural-orthostatic-tachycardia-syndrome-pots-and-its-relation-to-craniovascular-dysfunction,Cofactors in the development of POTS,False,0,0.99999994,0.0
atlas-joint-instability-causes-consequences-solutions_Entrapment_of_the_cervical_ganglia_and_sympathetic_chain_e85d75fd,atlas-joint-instability-causes-consequences-solutions,Entrapment of the cervical ganglia and sympathetic chain,False,0,0.99999994,0.0
atlas-joint-instability-causes-consequences-solutions_Entrapment_of_the_cervical_ganglia_and_sympathetic_chain_78386794,atlas-joint-instability-causes-consequences-solutions,Entrapment of the cervical ganglia and sympathetic chain,False,0,0.99999994,0.0
true-solution-lower-back-pain_Identification_&_correction_2e6e6e93,true-solution-lower-back-pain,Identification & correction,False,0,0.99999994,0.0
how-truly-treat-thoracic-outlet-syndrome_Brachial_plexus_compression_sites_7d486476,how-truly-treat-thoracic-outlet-syndrome,Brachial plexus compression sites,False,0,0.99999994,0.0
association-tinnitus-neck-tmj_Vascular_insufficiency_e604a0d0,association-tinnitus-neck-tmj,Vascular insufficiency,False,0,0.99999994,0.0
association-tinnitus-neck-tmj_The_mechanism_of_sound_attenuation_&_amplification_99127414,association-tinnitus-neck-tmj,The mechanism of sound attenuation & amplification,False,0,0.99999994,0.0
how-truly-treat-thoracic-outlet-syndrome_The_myth_of__mandated_muscular_“release”_1684c089,how-truly-treat-thoracic-outlet-syndrome,The myth of  mandated muscular “release”,False,0,0.99999994,0.0
how-truly-treat-thoracic-outlet-syndrome_The_myth_of__mandated_muscular_“release”_d8b0b9a3,how-truly-treat-thoracic-outlet-syndrome,The myth of  mandated muscular “release”,False,0,0.99999994,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_781186dc,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,0.99999994,0.0
vestibular-impairment-and-its-association-to-the-neck-and-tmj_In_conclusion_f7f9b4d6,vestibular-impairment-and-its-association-to-the-neck-and-tmj,In conclusion,False,0,0.99999994,0.0
causes-hip-pain-how-to-fix_In_conclusion_8d898776,causes-hip-pain-how-to-fix,In conclusion,False,0,0.99999994,0.0
resolve-knee-pain-alignment_In_conclusion_04c8dee6,resolve-knee-pain-alignment,In conclusion,False,0,0.99999994,0.0
myalgic-encephalomyelitis-me-biomechanical_In_conclusion_f002fbef,myalgic-encephalomyelitis-me-biomechanical,In conclusion,False,0,0.99999994,0.0
association-tinnitus-neck-tmj_Restricted_venous_drainage_914fd3cd,association-tinnitus-neck-tmj,Restricted venous drainage,False,0,0.99999994,0.0
do-you-really-have-atlantoaxial-and-craniocervical-instability_Illegitimate_and_non-sinister_incidences_AAI_/_CCI_4d2d8e6b,do-you-really-have-atlantoaxial-and-craniocervical-instability,Illegitimate and non-sinister incidences AAI / CCI,False,0,0.99999994,0.0
myalgic-encephalomyelitis-me-biomechanical_In_conclusion_a0eb3682,myalgic-encephalomyelitis-me-biomechanical,In conclusion,False,0,0.99999994,0.0
how-truly-treat-thoracic-outlet-syndrome_Arterial_/_Vascular_TOS_17e1210a,how-truly-treat-thoracic-outlet-syndrome,Arterial / Vascular TOS,False,0,0.99999994,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_e591c1b0,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_36fafa8e,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_a839f86d,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_471ab3cd,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_6655dede,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_61e0b496,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_b766d56a,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_c9fb22ad,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_58673e94,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_4361f134,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_b1c62310,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_b9e92ad6,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_3a781abc,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_68871882,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_3f8f9f00,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_4672fbd6,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_ace887fc,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_d2f710e3,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Whiplash_injury_a96683de,multifactorial-causes-solutions-chronic-neck-pain,Whiplash injury,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_b204db3f,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Whiplash_injury_57215a12,multifactorial-causes-solutions-chronic-neck-pain,Whiplash injury,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_d8509d3e,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_615690e8,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Whiplash_injury_ee124a2d,multifactorial-causes-solutions-chronic-neck-pain,Whiplash injury,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Whiplash_injury_5073558e,multifactorial-causes-solutions-chronic-neck-pain,Whiplash injury,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_9fdad578,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_An_important_patient_story_2566e066,multifactorial-causes-solutions-chronic-neck-pain,An important patient story,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_71c6c843,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
association-tinnitus-neck-tmj_Function_and_anatomy_of_the_ear_529a214b,association-tinnitus-neck-tmj,Function and anatomy of the ear,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_69750c95,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_The_treatment_of_neck_pain_603be425,multifactorial-causes-solutions-chronic-neck-pain,The treatment of neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_The_treatment_of_neck_pain_133cadb4,multifactorial-causes-solutions-chronic-neck-pain,The treatment of neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_42354326,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_0f8e7d36,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_50605c98,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_ce4a76cb,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_1c30c1b8,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_45e8d834,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_cedc6c2a,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Temporomandibular_disorder_eac0f76e,multifactorial-causes-solutions-chronic-neck-pain,Temporomandibular disorder,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Proper_structural_habits_576c5e9f,multifactorial-causes-solutions-chronic-neck-pain,Proper structural habits,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Atlas_misalignment_0eaf9d2d,multifactorial-causes-solutions-chronic-neck-pain,Atlas misalignment,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Atlas_misalignment_25ffa0d8,multifactorial-causes-solutions-chronic-neck-pain,Atlas misalignment,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Atlas_misalignment_6200444b,multifactorial-causes-solutions-chronic-neck-pain,Atlas misalignment,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Atlas_misalignment_90ac93fe,multifactorial-causes-solutions-chronic-neck-pain,Atlas misalignment,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_d72401b7,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_4fba1e9f,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_a6cb633e,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_bd17eb61,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_591481e7,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_3f6f182e,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_83b9cea2,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Atlas_misalignment_1b306101,multifactorial-causes-solutions-chronic-neck-pain,Atlas misalignment,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_ce2f3225,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Proper_structural_habits_2d6def84,multifactorial-causes-solutions-chronic-neck-pain,Proper structural habits,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Re-establishing_proper_cervical_rotation_and_extension_d046a12e,multifactorial-causes-solutions-chronic-neck-pain,Re-establishing proper cervical rotation and extension,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_treat_craniocervical_neuralgia_cf0a50e7,multifactorial-causes-solutions-chronic-neck-pain,How to treat craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_6e103c37,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_21f1258a,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_83b6457a,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_A_logical_mechanism_and_potential_cause_of_ME?_8fa7e831,myalgic-encephalomyelitis-me-biomechanical,A logical mechanism and potential cause of ME?,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_2f6f8112,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_e141eff4,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_6a210187,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_9e3e93a6,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_4ffeed05,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Re-establishing_proper_cervical_rotation_and_extension_8c3c97af,multifactorial-causes-solutions-chronic-neck-pain,Re-establishing proper cervical rotation and extension,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_cd35e128,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_dd4ba22b,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_542f4b9e,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_8b864acf,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_8fb3f13d,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_5ce7376b,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_98e98bc0,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_2500468b,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_1b875e3c,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_67bdd5f2,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Re-establishing_proper_cervical_rotation_and_extension_17ea3bef,multifactorial-causes-solutions-chronic-neck-pain,Re-establishing proper cervical rotation and extension,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_related_pain_and_headaches_fe745cc9,multifactorial-causes-solutions-chronic-neck-pain,Muscle related pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Exercises_for_cervical_musculature_0e525c6e,multifactorial-causes-solutions-chronic-neck-pain,Exercises for cervical musculature,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_In_conclusion_1e611fad,myalgic-encephalomyelitis-me-biomechanical,In conclusion,False,0,1.0,0.0
myalgic-encephalomyelitis-me-biomechanical_Barometrically_influenced_568a240b,myalgic-encephalomyelitis-me-biomechanical,Barometrically influenced,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_399d8937,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_b8f6f071,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_a6b143f7,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_8232b6d7,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_ee4ffc53,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_eb8244b5,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_6eae57d5,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_f5416dff,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_6bc39b74,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_2e6d92f2,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Scapular_resting_position_a4d1817b,permanently-resolve-scapular-dyskinesis,Scapular resting position,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_92ca22c3,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,4.7563267e-07
permanently-resolve-scapular-dyskinesis_General_kinesiology_1d4b82c6,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_567bbcfe,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_a8161876,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_89779939,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_8c247bb1,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_eeb7bc02,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_cadd10b0,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_8aed3c3e,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_dd5df2b0,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_e50b691b,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_9f8fc468,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_General_kinesiology_d2bc87e6,permanently-resolve-scapular-dyskinesis,General kinesiology,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Scapular_resting_position_d29a9008,permanently-resolve-scapular-dyskinesis,Scapular resting position,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Scapular_resting_position_48250317,permanently-resolve-scapular-dyskinesis,Scapular resting position,False,0,1.0,0.0
